dataset,n,R,metodo,tiempo
pocos,50,5000,DP,0.6171
pocos,50,5000,DP,0.6189
pocos,50,5000,DP,0.5019
pocos,50,5000,DP,0.5649
pocos,50,5000,DP,0.6989
pocos,50,5000,DP,0.4478
pocos,50,5000,DP,0.4875
pocos,50,5000,DP,0.5258
pocos,50,5000,DP,0.5395
pocos,50,5000,DP,0.5894
pocos,50,5000,DP,0.5956
pocos,50,5000,DP,0.6323
pocos,50,5000,DP,0.5908
pocos,50,5000,DP,0.6153
pocos,50,5000,DP,0.539
pocos,50,5000,DP,0.5405
pocos,50,5000,DP,0.5847
pocos,50,5000,DP,0.5455
pocos,50,5000,DP,0.5075
pocos,50,5000,DP,0.5149
pocos,50,5000,DP,0.5422
pocos,50,5000,DP,0.5679
pocos,50,5000,DP,0.5445
pocos,50,5000,DP,0.5074
pocos,50,5000,DP,0.5207
pocos,50,5000,DP,0.6112
pocos,50,5000,DP,0.5115
pocos,50,5000,DP,0.5856
pocos,50,5000,DP,0.6222
pocos,50,5000,DP,0.5121
pocos,50,5000,DP,0.5766
pocos,50,5000,DP,0.4443
pocos,75,5000,DP,0.8628
pocos,75,5000,DP,0.8717
pocos,75,5000,DP,0.7756
pocos,75,5000,DP,1.0412
pocos,75,5000,DP,0.9112
pocos,75,5000,DP,0.982
pocos,75,5000,DP,1.0185
pocos,75,5000,DP,0.9537
pocos,75,5000,DP,0.958
pocos,75,5000,DP,1.0061
pocos,75,5000,DP,1.0523
pocos,75,5000,DP,0.9982
pocos,75,5000,DP,1.0434
pocos,75,5000,DP,1.1097
pocos,75,5000,DP,1.0618
pocos,75,5000,DP,0.8465
pocos,75,5000,DP,1.3919
pocos,75,5000,DP,0.9421
pocos,75,5000,DP,0.7916
pocos,75,5000,DP,1.0674
pocos,75,5000,DP,1.0109
pocos,75,5000,DP,1.0455
pocos,75,5000,DP,0.8411
pocos,75,5000,DP,1.0681
pocos,75,5000,DP,0.9431
pocos,75,5000,DP,1.3656
pocos,75,5000,DP,0.9825
pocos,75,5000,DP,0.9481
pocos,75,5000,DP,1.0202
pocos,75,5000,DP,0.8871
pocos,75,5000,DP,1.1766
pocos,75,5000,DP,1.3609
pocos,75,5000,DP,0.8865
pocos,75,5000,DP,1.1934
pocos,75,5000,DP,0.7871
pocos,75,5000,DP,0.9051
pocos,75,5000,DP,1.0467
pocos,75,5000,DP,0.9764
pocos,75,5000,DP,0.9702
pocos,75,5000,DP,1.0598
pocos,75,5000,DP,1.2348
pocos,75,5000,DP,1.1539
pocos,75,5000,DP,1.0207
pocos,75,5000,DP,0.9175
pocos,75,5000,DP,1.4646
pocos,75,5000,DP,1.0944
pocos,75,5000,DP,0.8778
pocos,75,5000,DP,1.2482
pocos,75,5000,DP,1.0125
pocos,75,5000,DP,0.888
pocos,100,5000,DP,2.0454
pocos,100,5000,DP,1.8219
pocos,100,5000,DP,2.3567
pocos,100,5000,DP,1.1398
pocos,100,5000,DP,1.2984
pocos,100,5000,DP,1.7097
pocos,100,5000,DP,2.2041
pocos,100,5000,DP,1.5984
pocos,100,5000,DP,1.3538
pocos,100,5000,DP,1.9883
pocos,100,5000,DP,1.4784
pocos,100,5000,DP,1.7185
pocos,100,5000,DP,1.5365
pocos,100,5000,DP,1.7236
pocos,100,5000,DP,1.7048
pocos,100,5000,DP,1.3212
pocos,100,5000,DP,1.627
pocos,100,5000,DP,1.652
pocos,100,5000,DP,1.4469
pocos,100,5000,DP,1.9831
pocos,100,5000,DP,1.6369
pocos,100,5000,DP,1.636
pocos,100,5000,DP,1.5517
pocos,100,5000,DP,2.3535
pocos,100,5000,DP,1.5685
pocos,100,5000,DP,2.0221
pocos,100,5000,DP,1.4115
pocos,100,5000,DP,1.2629
pocos,100,5000,DP,1.6776
pocos,100,5000,DP,1.4042
pocos,100,5000,DP,1.4122
pocos,100,5000,DP,1.3923
pocos,100,5000,DP,1.6576
pocos,100,5000,DP,1.6636
pocos,100,5000,DP,1.3067
pocos,100,5000,DP,1.6463
pocos,100,5000,DP,1.7491
pocos,100,5000,DP,1.5538
pocos,100,5000,DP,1.5479
pocos,100,5000,DP,1.7639
pocos,100,5000,DP,1.8526
pocos,100,5000,DP,2.303
pocos,100,5000,DP,1.3553
pocos,100,5000,DP,1.7647
pocos,100,5000,DP,1.5316
pocos,100,5000,DP,1.6974
pocos,100,5000,DP,1.2008
pocos,100,5000,DP,1.607
pocos,100,5000,DP,1.453
pocos,100,5000,DP,1.6654
pocos,250,5000,DP,7.5844
pocos,250,5000,DP,11.2644
pocos,250,5000,DP,5.9437
pocos,250,5000,DP,8.2328
pocos,250,5000,DP,5.3422
pocos,250,5000,DP,5.8784
pocos,250,5000,DP,6.0752
pocos,250,5000,DP,7.7238
pocos,250,5000,DP,6.9197
pocos,250,5000,DP,7.1999
pocos,250,5000,DP,7.2851
pocos,250,5000,DP,6.7711
pocos,250,5000,DP,6.8523
pocos,250,5000,DP,6.8473
pocos,250,5000,DP,5.73
pocos,250,5000,DP,7.3966
pocos,250,5000,DP,6.5267
pocos,250,5000,DP,6.8073
pocos,250,5000,DP,8.2847
pocos,250,5000,DP,7.5087
pocos,250,5000,DP,6.2027
pocos,250,5000,DP,9.9099
pocos,250,5000,DP,6.0821
pocos,250,5000,DP,7.0815
pocos,250,5000,DP,7.3433
pocos,250,5000,DP,6.9947
pocos,250,5000,DP,6.2495
pocos,250,5000,DP,8.5046
pocos,250,5000,DP,8.1989
pocos,250,5000,DP,8.2504
pocos,250,5000,DP,8.5251
pocos,250,5000,DP,6.8659
pocos,250,5000,DP,7.2244
pocos,250,5000,DP,6.5086
pocos,250,5000,DP,6.9246
pocos,250,5000,DP,6.5
pocos,250,5000,DP,6.2683
pocos,250,5000,DP,6.6811
pocos,250,5000,DP,7.5942
pocos,250,5000,DP,7.1129
pocos,250,5000,DP,6.7778
pocos,250,5000,DP,6.431
pocos,250,5000,DP,6.9598
pocos,250,5000,DP,6.1916
pocos,250,5000,DP,6.7415
pocos,250,5000,DP,7.0723
pocos,250,5000,DP,5.8033
pocos,250,5000,DP,6.1721
pocos,250,5000,DP,6.779
pocos,250,5000,DP,6.8992
pocos,500,5000,DP,27.9082
pocos,500,5000,DP,27.4834
pocos,500,5000,DP,25.658
pocos,500,5000,DP,17.9108
pocos,500,5000,DP,24.5742
pocos,500,5000,DP,22.3501
pocos,500,5000,DP,26.3195
pocos,500,5000,DP,26.7742
pocos,500,5000,DP,26.2913
pocos,500,5000,DP,27.615
pocos,500,5000,DP,23.9065
pocos,500,5000,DP,27.4339
pocos,500,5000,DP,17.8334
pocos,500,5000,DP,25.3698
pocos,500,5000,DP,23.1412
pocos,500,5000,DP,23.119
pocos,500,5000,DP,28.8533
pocos,500,5000,DP,22.1862
pocos,500,5000,DP,23.6166
pocos,500,5000,DP,26.7068
pocos,500,5000,DP,25.2364
pocos,500,5000,DP,21.5679
pocos,500,5000,DP,22.4867
pocos,500,5000,DP,27.1015
pocos,500,5000,DP,22.8952
pocos,500,5000,DP,27.5771
pocos,500,5000,DP,21.3189
pocos,500,5000,DP,21.8913
pocos,500,5000,DP,22.3462
pocos,500,5000,DP,28.3359
pocos,500,5000,DP,24.4249
pocos,500,5000,DP,25.6047
pocos,500,5000,DP,26.4468
pocos,500,5000,DP,25.57
pocos,500,5000,DP,25.5229
pocos,500,5000,DP,30.0584
pocos,500,5000,DP,21.8427
pocos,500,5000,DP,27.5097
pocos,500,5000,DP,23.613
pocos,500,5000,DP,25.8943
pocos,500,5000,DP,23.5458
pocos,500,5000,DP,21.4348
pocos,500,5000,DP,33.6048
pocos,500,5000,DP,22.3424
pocos,500,5000,DP,20.5383
pocos,500,5000,DP,32.1375
pocos,500,5000,DP,40.3363
pocos,500,5000,DP,25.7526
pocos,500,5000,DP,28.6035
pocos,500,5000,DP,29.1362
pocos,1000,5000,DP,71.4045
pocos,1000,5000,DP,71.5106
pocos,1000,5000,DP,70.2301
pocos,1000,5000,DP,82.8747
pocos,1000,5000,DP,75.0255
pocos,1000,5000,DP,71.6295
pocos,1000,5000,DP,80.4469
pocos,1000,5000,DP,67.5099
pocos,1000,5000,DP,65.9331
pocos,1000,5000,DP,76.6106
pocos,1000,5000,DP,76.4533
pocos,1000,5000,DP,95.2981
pocos,1000,5000,DP,69.4264
pocos,1000,5000,DP,68.8435
pocos,1000,5000,DP,73.5676
pocos,1000,5000,DP,66.4464
pocos,1000,5000,DP,64.6588
pocos,1000,5000,DP,73.722
pocos,1000,5000,DP,71.1712
pocos,1000,5000,DP,67.091
pocos,1000,5000,DP,72.0989
pocos,1000,5000,DP,66.3235
pocos,1000,5000,DP,72.5196
pocos,1000,5000,DP,71.7751
pocos,1000,5000,DP,68.1981
pocos,1000,5000,DP,67.3399
pocos,1000,5000,DP,65.427
pocos,1000,5000,DP,65.247
pocos,1000,5000,DP,70.7031
pocos,1000,5000,DP,66.9283
pocos,1000,5000,DP,72.6188
pocos,1000,5000,DP,68.8836
pocos,1000,5000,DP,64.066
pocos,1000,5000,DP,71.6044
pocos,1000,5000,DP,69.6496
pocos,1000,5000,DP,69.4101
pocos,1000,5000,DP,73.835
pocos,1000,5000,DP,67.3849
pocos,1000,5000,DP,66.667
pocos,1000,5000,DP,67.5421
pocos,1000,5000,DP,68.6624
pocos,1000,5000,DP,66.6448
pocos,1000,5000,DP,68.5199
pocos,1000,5000,DP,75.7472
pocos,1000,5000,DP,68.7176
pocos,1000,5000,DP,69.7149
pocos,1000,5000,DP,71.9147
pocos,1000,5000,DP,79.3449
pocos,1000,5000,DP,75.3413
pocos,1000,5000,DP,63.9793
pocos,2000,5000,DP,171.881
pocos,2000,5000,DP,166.057
pocos,2000,5000,DP,181.207
pocos,2000,5000,DP,169.828
pocos,2000,5000,DP,177.721
pocos,2000,5000,DP,180.975
pocos,2000,5000,DP,172.944
pocos,2000,5000,DP,162.155
pocos,2000,5000,DP,175.701
pocos,2000,5000,DP,169.782
pocos,2000,5000,DP,171.394
pocos,2000,5000,DP,173.023
pocos,2000,5000,DP,199.226
pocos,2000,5000,DP,232.378
pocos,2000,5000,DP,287.981
pocos,2000,5000,DP,201.264
pocos,2000,5000,DP,271.087
pocos,2000,5000,DP,282.758
pocos,2000,5000,DP,230.637
pocos,2000,5000,DP,181.77
pocos,2000,5000,DP,290.674
pocos,2000,5000,DP,252.185
pocos,2000,5000,DP,294.759
pocos,2000,5000,DP,488.239
pocos,2000,5000,DP,708.84
pocos,2000,5000,DP,286.581
pocos,2000,5000,DP,237.462
pocos,2000,5000,DP,234.465
pocos,2000,5000,DP,268.338
pocos,2000,5000,DP,228.759
pocos,2000,5000,DP,285.006
pocos,2000,5000,DP,231.499
pocos,2000,5000,DP,258.925
pocos,2000,5000,DP,245.919
pocos,2000,5000,DP,246.584
pocos,2000,5000,DP,269.781
pocos,2000,5000,DP,250.743
pocos,2000,5000,DP,474.288
pocos,2000,5000,DP,214.956
pocos,2000,5000,DP,238.881
pocos,2000,5000,DP,357.159
pocos,2000,5000,DP,182.724
pocos,2000,5000,DP,180.926
pocos,2000,5000,DP,182.896
pocos,2000,5000,DP,176.43
pocos,2000,5000,DP,185.082
pocos,2000,5000,DP,176.799
pocos,2000,5000,DP,185.106
pocos,2000,5000,DP,182.794
pocos,2000,5000,DP,172.313
pocos,3000,5000,DP,302.162
pocos,3000,5000,DP,316.804
pocos,3000,5000,DP,317.897
pocos,3000,5000,DP,310.715
pocos,3000,5000,DP,311.293
pocos,3000,5000,DP,306.688
pocos,3000,5000,DP,323.129
pocos,3000,5000,DP,322.232
pocos,3000,5000,DP,305.147
pocos,3000,5000,DP,305.048
pocos,3000,5000,DP,306.925
pocos,3000,5000,DP,299.808
pocos,3000,5000,DP,300.43
pocos,3000,5000,DP,342.484
pocos,3000,5000,DP,384.795
pocos,3000,5000,DP,955.222
pocos,3000,5000,DP,398.138
pocos,3000,5000,DP,427.909
pocos,3000,5000,DP,422.449
pocos,3000,5000,DP,416.5
pocos,3000,5000,DP,410.438
pocos,3000,5000,DP,387.658
pocos,3000,5000,DP,411.961
pocos,3000,5000,DP,427.428
pocos,3000,5000,DP,454.887
pocos,3000,5000,DP,476.138
pocos,3000,5000,DP,534.68
pocos,3000,5000,DP,299.288
pocos,3000,5000,DP,351.205
pocos,3000,5000,DP,469.167
pocos,3000,5000,DP,430.968
pocos,3000,5000,DP,453.546
pocos,3000,5000,DP,395.19
pocos,3000,5000,DP,340.089
pocos,3000,5000,DP,364.541
pocos,3000,5000,DP,335.421
pocos,3000,5000,DP,308.71
pocos,3000,5000,DP,325.654
pocos,3000,5000,DP,327.514
pocos,3000,5000,DP,315.545
pocos,3000,5000,DP,327.269
pocos,3000,5000,DP,311.531
pocos,3000,5000,DP,318.189
pocos,3000,5000,DP,300.062
pocos,3000,5000,DP,315.785
pocos,3000,5000,DP,327.806
pocos,3000,5000,DP,329.08
pocos,3000,5000,DP,314.412
pocos,3000,5000,DP,330.611
pocos,3000,5000,DP,295.144
pocos,5000,5000,DP,600.029
pocos,5000,5000,DP,611.318
pocos,5000,5000,DP,596.579
pocos,5000,5000,DP,597.83
pocos,5000,5000,DP,595.51
pocos,5000,5000,DP,682.529
pocos,5000,5000,DP,613.402
pocos,5000,5000,DP,576.116
pocos,5000,5000,DP,606.632
pocos,5000,5000,DP,598.869
pocos,5000,5000,DP,602.431
pocos,5000,5000,DP,603.245
pocos,5000,5000,DP,620.444
pocos,5000,5000,DP,599.65
pocos,5000,5000,DP,623.516
pocos,5000,5000,DP,588.233
pocos,5000,5000,DP,634.047
pocos,5000,5000,DP,669.272
pocos,5000,5000,DP,609.193
pocos,5000,5000,DP,608.47
pocos,5000,5000,DP,607.996
pocos,5000,5000,DP,594.276
pocos,5000,5000,DP,591.673
pocos,5000,5000,DP,589.191
pocos,5000,5000,DP,600.488
pocos,5000,5000,DP,685.265
pocos,5000,5000,DP,634.738
pocos,5000,5000,DP,605.388
pocos,5000,5000,DP,587.831
pocos,5000,5000,DP,608.232
pocos,5000,5000,DP,607.61
pocos,5000,5000,DP,595.293
pocos,5000,5000,DP,612.708
pocos,5000,5000,DP,621.378
pocos,5000,5000,DP,603.087
pocos,5000,5000,DP,604.428
pocos,5000,5000,DP,611.074
pocos,5000,5000,DP,623.89
pocos,5000,5000,DP,725.235
pocos,5000,5000,DP,708.45
pocos,5000,5000,DP,688.784
pocos,5000,5000,DP,606.394
pocos,5000,5000,DP,617.794
pocos,5000,5000,DP,606.508
pocos,5000,5000,DP,598.519
pocos,5000,5000,DP,612.088
pocos,5000,5000,DP,677.731
pocos,5000,5000,DP,610.231
pocos,5000,5000,DP,587.274
pocos,5000,5000,DP,628.047
